ID Calon Mahasiswa,NISN,NIK,Nama Calon Mahasiswa,Email,No Telepon,Agama,Alamat,Jenis Kelamin,Tempat Tanggal Lahir,Tahun Lulus,Asal Sekolah
CM000754,6574587348,3173768614847688,Raka Fitriani,raka.fitriani8988@gmail.com,081417296239,Islam,"Jl. Sisingamangaraja No.198, RT 02/RW 04, Jakarta Barat, DKI Jakarta",Laki-laki,"Jakarta Barat, 15/08/2007",2024,SMA Swasta 19 Jakarta Barat
CM000755,8239047030,3573169709648052,Zainal Gunawan,zainal.gunawan157@gmail.com,081180509333,Islam,"Jl. Soekarno Hatta No.155, RT 05/RW 03, Malang, Jawa Timur",Laki-laki,"Malang, 02/01/2006",2021,SMKN 15 Malang
CM000756,9798492748,3671206279134432,Tri Kurniawan,tri.kurniawan8357@gmail.com,082393319165,Islam,"Jl. Raya Utama No.143, RT 19/RW 01, Tangerang, Banten",Laki-laki,"Tangerang, 22/01/2006",2023,MAN Cendekia Tangerang
CM000757,9941751801,5108784241604082,Jefri Septiani,jefri.septiani419@gmail.com,082336390374,Islam,"Jl. Diponegoro No.111, RT 20/RW 05, Karangasem, Bali",Laki-laki,"Karangasem, 24/11/2005",2024,SMK Negeri Ahmad Dahlan Karangasem
CM000758,2799126878,9271877167211391,Gilang Hartono,gilang.hartono7150@gmail.com,088281050210,Islam,"Jl. RE. Martadinata No.124, RT 15/RW 03, Sorong, Papua",Laki-laki,"Sorong, 04/03/2007",2024,SMK Swasta 24 Sorong
CM000759,0977632507,1371915897202443,Bagas Wardana,bagas.wardana614@gmail.com,087730257480,Islam,"Jl. Cut Nyak Dien No.106, RT 02/RW 06, Padang, Sumatera Barat",Laki-laki,"Padang, 25/05/2007",2021,MA Negeri Kartini Padang
CM000760,8649179842,1871356236043948,Maya Pamungkas,maya.pamungkas9035@gmail.com,081113178890,Islam,"Jl. Tentara Pelajar No.51, RT 03/RW 01, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 23/10/2007",2020,MAN Cendekia Bandar Lampung
CM000761,5245373832,5272599936517150,Zulfa Nugroho,zulfa.nugroho7814@gmail.com,089591354721,Islam,"Jl. Ahmad Yani No.70, RT 07/RW 09, Bima, Nusa Tenggara Barat",Laki-laki,"Bima, 13/02/2007",2024,MA Negeri Ahmad Dahlan Bima
CM000762,0937212347,1272558068214660,Eka Suharto,eka.suharto4120@gmail.com,083800115123,Islam,"Jl. RE. Martadinata No.186, RT 01/RW 06, Pematangsiantar, Sumatera Utara",Perempuan,"Pematangsiantar, 02/08/2003",2022,SMK Swasta Muhammadiyah Pematangsiantar
CM000763,4798303738,5103597524338655,Zainal Sinaga,zainal.sinaga4391@gmail.com,082178852583,Katolik,"Jl. Teuku Umar No.41, RT 19/RW 08, Tabanan, Bali",Laki-laki,"Tabanan, 27/08/2005",2023,SMAN Unggulan Tabanan
CM000764,4009530340,9471647341847321,Bima Andriani,bima.andriani7567@gmail.com,081275274570,Kristen,"Jl. Diponegoro No.61, RT 05/RW 04, Jayapura, Papua",Laki-laki,"Jayapura, 09/07/2007",2025,SMK Swasta Hasanuddin Jayapura
CM000765,4350110719,3202561445041385,Zara Manurung,zara.manurung6726@gmail.com,089748532032,Islam,"Jl. Diponegoro No.73, RT 05/RW 06, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 24/10/2006",2024,SMA Swasta 14 Sukabumi
CM000766,3964454098,7371204815787118,Yasmin Iskandar,yasmin.iskandar7036@gmail.com,089629596685,Islam,"Jl. Panglima Besar No.127, RT 15/RW 04, Makassar, Sulawesi Selatan",Perempuan,"Makassar, 20/03/2007",2025,MA Swasta Al-Azhar Makassar
CM000767,3735483479,6474330680868570,Fani Ardiansyah,fani.ardiansyah3033@gmail.com,081722510406,Islam,"Jl. Ahmad Yani No.139, RT 06/RW 10, Bontang, Kalimantan Timur",Perempuan,"Bontang, 06/05/2007",2025,MAN Pancasila Bontang
CM000768,1652945950,1472340698076188,Hadi Sinaga,hadi.sinaga4296@gmail.com,082209051064,Islam,"Jl. Ahmad Yani No.176, RT 07/RW 07, Dumai, Riau",Laki-laki,"Dumai, 10/12/2006",2023,MAN Plus Dumai
CM000769,9090526506,1871662384974914,Wawan Situmorang,wawan.situmorang3881@gmail.com,085232607597,Islam,"Jl. Pemuda No.100, RT 02/RW 03, Bandar Lampung, Lampung",Laki-laki,"Bandar Lampung, 05/08/2007",2024,SMK Swasta Terpadu Bandar Lampung
CM000770,9677934983,6402705960004513,Evan Wijaya,evan.wijaya8316@gmail.com,087706492607,Islam,"Jl. Soekarno Hatta No.107, RT 10/RW 06, Kutai Kartanegara, Kalimantan Timur",Laki-laki,"Kutai Kartanegara, 16/02/2007",2025,SMK Swasta Cendekia Kutai Kartanegara
CM000771,6101583620,7171838553761617,Zainal Maulana,zainal.maulana7039@gmail.com,089860357703,Islam,"Jl. Sisingamangaraja No.26, RT 20/RW 06, Manado, Sulawesi Utara",Laki-laki,"Manado, 20/07/2005",2023,MAN 5 Manado
CM000772,3064152900,8171772711038791,Zelda Santoso,zelda.santoso3504@gmail.com,081729892625,Islam,"Jl. Raya Utama No.40, RT 09/RW 06, Ambon, Maluku",Perempuan,"Ambon, 24/01/2007",2024,MA Negeri Nusantara Ambon
CM000773,0680166388,5102886674397517,Rina Salim,rina.salim2341@gmail.com,082393097027,Kristen,"Jl. Pemuda No.60, RT 04/RW 03, Badung, Bali",Perempuan,"Badung, 13/03/2005",2022,MA Swasta 12 Badung
CM000774,0955497929,3673082700891127,Laras Puspitasari,laras.puspitasari4681@gmail.com,081733578294,Katolik,"Jl. Imam Bonjol No.89, RT 03/RW 03, Serang, Banten",Perempuan,"Serang, 25/12/2008",2025,SMK Swasta Muhammadiyah Serang
CM000775,4175076116,1171539071105645,Kirana Santoso,kirana.santoso2472@gmail.com,081962829863,Islam,"Jl. Sudirman No.80, RT 14/RW 07, Banda Aceh, Aceh",Perempuan,"Banda Aceh, 01/12/2007",2025,SMKN 21 Banda Aceh
CM000776,9391616508,5201609416213027,Cahaya Budiman,cahaya.budiman3239@gmail.com,081461066177,Konghucu,"Jl. Gatot Subroto No.84, RT 09/RW 08, Lombok Barat, Nusa Tenggara Barat",Perempuan,"Lombok Barat, 21/09/2006",2023,SMK Swasta 17 Lombok Barat
CM000777,1900381269,3174201870245987,Dwi Gunawan,dwi.gunawan232@gmail.com,081509486622,Islam,"Jl. MT. Haryono No.90, RT 15/RW 01, Jakarta Selatan, DKI Jakarta",Laki-laki,"Jakarta Selatan, 24/05/2006",2024,SMA Swasta 24 Jakarta Selatan
CM000778,6444114490,3172389556866919,Umar Suharto,umar.suharto992@gmail.com,089561863346,Islam,"Jl. Pahlawan No.10, RT 16/RW 08, Jakarta Utara, DKI Jakarta",Laki-laki,"Jakarta Utara, 25/03/2006",2025,MA Swasta 16 Jakarta Utara
CM000779,6787346704,1274643294895340,Tika Handayani,tika.handayani5864@gmail.com,089505350988,Islam,"Jl. Diponegoro No.3, RT 01/RW 04, Tebing Tinggi, Sumatera Utara",Perempuan,"Tebing Tinggi, 17/03/2005",2022,MA Swasta 20 Tebing Tinggi
CM000780,1448218728,3403541035846307,Ferry Handayani,ferry.handayani6824@gmail.com,082335232634,Islam,"Jl. Hayam Wuruk No.113, RT 19/RW 04, Gunung Kidul, DI Yogyakarta",Laki-laki,"Gunung Kidul, 14/07/2006",2024,MAN 19 Gunung Kidul
CM000781,4281797504,1871689832826889,Cahaya Pratama,cahaya.pratama6225@gmail.com,085504069982,Islam,"Jl. Gatot Subroto No.19, RT 06/RW 02, Bandar Lampung, Lampung",Perempuan,"Bandar Lampung, 24/02/2004",2022,SMAN Ahmad Dahlan Bandar Lampung
CM000782,0900841208,7371928572361845,Willy Puspitasari,willy.puspitasari1225@gmail.com,081474674708,Islam,"Jl. Pahlawan No.116, RT 11/RW 07, Makassar, Sulawesi Selatan",Laki-laki,"Makassar, 13/09/2004",2023,MA Swasta Al-Azhar Makassar
CM000783,1882177807,7308792324283805,Zara Ardiansyah,zara.ardiansyah2089@gmail.com,083158036649,Islam,"Jl. Veteran No.177, RT 15/RW 05, Bone, Sulawesi Selatan",Perempuan,"Bone, 09/12/2005",2022,MA Swasta Cendekia Bone
CM000784,4070467653,3404313598051055,Bella Permana,bella.permana1179@gmail.com,083879385633,Islam,"Jl. Panglima Besar No.7, RT 17/RW 03, Sleman, DI Yogyakarta",Perempuan,"Sleman, 05/04/2008",2025,SMA Negeri 11 Sleman
CM000785,5581652249,5171554993579099,Tika Azzahra,tika.azzahra1438@gmail.com,081158863051,Islam,"Jl. Pahlawan No.199, RT 07/RW 10, Denpasar, Bali",Perempuan,"Denpasar, 27/11/2006",2025,MA Swasta Pembangunan Denpasar
CM000786,6244172013,3202612310202780,Gita Sudirman,gita.sudirman5923@gmail.com,081551034230,Islam,"Jl. MT. Haryono No.198, RT 12/RW 06, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 02/04/2004",2022,MA Swasta Harapan Bangsa Sukabumi
CM000787,3766040113,9471860634486208,Dwi Wahyudi,dwi.wahyudi9816@gmail.com,085591228912,Islam,"Jl. Brigjen Katamso No.69, RT 14/RW 05, Jayapura, Papua",Laki-laki,"Jayapura, 08/03/2004",2023,MA Negeri Nusantara Jayapura
CM000788,2057857316,3201137755661640,Okvia Siregar,okvia.siregar8809@gmail.com,081201638831,Islam,"Jl. Sudirman No.35, RT 20/RW 08, Bogor, Jawa Barat",Perempuan,"Bogor, 13/12/2008",2025,SMA Negeri Insan Kamil Bogor
CM000789,1752052854,5272267680596742,Zara Kusuma,zara.kusuma7236@gmail.com,085852482019,Islam,"Jl. Veteran No.194, RT 05/RW 05, Bima, Nusa Tenggara Barat",Perempuan,"Bima, 07/12/2003",2022,SMAN Muhammadiyah Bima
CM000790,0122068205,9471925591136810,Dani Oktaviani,dani.oktaviani7701@gmail.com,087762111662,Islam,"Jl. Merdeka No.108, RT 10/RW 03, Jayapura, Papua",Laki-laki,"Jayapura, 22/03/2006",2025,SMA Negeri Terpadu Jayapura
CM000791,6906537538,1471435783811806,Bunga Wibowo,bunga.wibowo5133@gmail.com,081372570073,Islam,"Jl. Raya Utama No.113, RT 09/RW 05, Pekanbaru, Riau",Perempuan,"Pekanbaru, 24/12/2004",2022,SMK Negeri 21 Pekanbaru
CM000792,8986094784,7371700664411514,Ika Wijaya,ika.wijaya99@gmail.com,081531955200,Islam,"Jl. Imam Bonjol No.133, RT 05/RW 03, Makassar, Sulawesi Selatan",Perempuan,"Makassar, 27/04/2004",2022,MA Negeri Insan Kamil Makassar
CM000793,6073441025,9471712863978843,Bayu Kusuma,bayu.kusuma620@gmail.com,081985621946,Islam,"Jl. Soekarno Hatta No.191, RT 12/RW 09, Jayapura, Papua",Laki-laki,"Jayapura, 09/08/2006",2024,SMK Swasta Harapan Bangsa Jayapura
CM000794,9142603225,3673772014162360,Gita Mulyadi,gita.mulyadi795@gmail.com,085506616042,Kristen,"Jl. Pemuda No.12, RT 13/RW 10, Serang, Banten",Perempuan,"Serang, 22/01/2005",2022,SMA Swasta Harapan Bangsa Serang
CM000795,9377742298,5203410451047932,Jefri Suharto,jefri.suharto4415@gmail.com,082398219145,Islam,"Jl. Diponegoro No.145, RT 03/RW 07, Sumbawa, Nusa Tenggara Barat",Laki-laki,"Sumbawa, 14/09/2008",2025,SMK Negeri 20 Sumbawa
CM000796,9836950399,3404449242528252,Eka Pratama,eka.pratama5109@gmail.com,083872471471,Islam,"Jl. Soekarno Hatta No.117, RT 07/RW 06, Sleman, DI Yogyakarta",Perempuan,"Sleman, 18/08/2005",2024,SMKN Diponegoro Sleman
CM000797,4556918556,8171710273671787,Naufal Hartono,naufal.hartono9558@gmail.com,082389249494,Islam,"Jl. Imam Bonjol No.75, RT 09/RW 01, Ambon, Maluku",Laki-laki,"Ambon, 04/11/2007",2024,SMA Swasta Islam Terpadu Ambon
CM000798,7416819571,1274029902153611,Lukman Halim,lukman.halim1065@gmail.com,082181850269,Islam,"Jl. Teuku Umar No.145, RT 05/RW 05, Tebing Tinggi, Sumatera Utara",Laki-laki,"Tebing Tinggi, 25/09/2008",2025,SMK Negeri 6 Tebing Tinggi
CM000799,2486351706,3673980756896812,Fika Oktavia,fika.oktavia1338@gmail.com,081643512955,Islam,"Jl. Veteran No.142, RT 05/RW 08, Serang, Banten",Perempuan,"Serang, 02/01/2006",2025,SMK Negeri Nusantara Serang
CM000800,8189675782,1273383850076976,Kartika Manurung,kartika.manurung5710@gmail.com,082250983369,Katolik,"Jl. Gatot Subroto No.190, RT 13/RW 04, Binjai, Sumatera Utara",Perempuan,"Binjai, 14/02/2004",2022,SMA Swasta 23 Binjai
CM000801,7088986087,1272435030088243,Aldi Putranto,aldi.putranto8174@gmail.com,081672861049,Islam,"Jl. Raya Utama No.53, RT 15/RW 10, Pematangsiantar, Sumatera Utara",Laki-laki,"Pematangsiantar, 23/05/2004",2022,SMA Swasta 22 Pematangsiantar
CM000802,5478860946,1271278752574284,Ferry Saputra,ferry.saputra5758@gmail.com,083832321664,Islam,"Jl. Soekarno Hatta No.119, RT 15/RW 07, Sibolga, Sumatera Utara",Laki-laki,"Sibolga, 05/06/2004",2023,MAN 21 Sibolga
CM000803,2938221149,1273258937274113,Zainal Purnomo,zainal.purnomo6166@gmail.com,089531932442,Islam,"Jl. Gatot Subroto No.170, RT 14/RW 02, Binjai, Sumatera Utara",Laki-laki,"Binjai, 22/02/2006",2024,MAN Budi Utomo Binjai
CM000804,5487407921,9407068695077973,Hana Manurung,hana.manurung353@gmail.com,081990055940,Islam,"Jl. Imam Bonjol No.40, RT 05/RW 06, Mimika, Papua",Perempuan,"Mimika, 07/06/2007",2024,SMKN 9 Mimika
CM000805,6615730385,6471600065009178,Putra Kusuma,putra.kusuma8681@gmail.com,085566753671,Islam,"Jl. Ahmad Yani No.71, RT 06/RW 08, Samarinda, Kalimantan Timur",Laki-laki,"Samarinda, 03/12/2008",2025,MA Swasta Ahmad Dahlan Samarinda
CM000806,9508303103,3372508147773014,Zulfa Rahayu,zulfa.rahayu6122@gmail.com,085210157959,Islam,"Jl. Hayam Wuruk No.160, RT 06/RW 01, Surakarta, Jawa Tengah",Laki-laki,"Surakarta, 09/01/2004",2023,MAN Plus Surakarta
CM000807,2679490088,7372048776812677,Danang Handayani,danang.handayani1194@gmail.com,088119758475,Islam,"Jl. Sudirman No.196, RT 05/RW 03, Parepare, Sulawesi Selatan",Laki-laki,"Parepare, 01/12/2004",2022,MA Swasta Plus Parepare
CM000808,5487474741,1171022220663269,Bella Hutapea,bella.hutapea6264@gmail.com,083176070152,Islam,"Jl. Sisingamangaraja No.53, RT 04/RW 10, Banda Aceh, Aceh",Perempuan,"Banda Aceh, 21/08/2007",2024,MA Swasta 25 Banda Aceh
CM000809,1034083085,8101102947196125,Bhanu Budiman,bhanu.budiman9912@gmail.com,089548415612,Kristen,"Jl. Hayam Wuruk No.104, RT 15/RW 09, Maluku Tengah, Maluku",Laki-laki,"Maluku Tengah, 04/07/2003",2022,SMKN 8 Maluku Tengah
CM000810,2091125096,3574533202865540,Ilham Hasan,ilham.hasan6770@gmail.com,081161711476,Islam,"Jl. Gatot Subroto No.128, RT 12/RW 01, Probolinggo, Jawa Timur",Laki-laki,"Probolinggo, 23/08/2006",2024,MA Swasta 2 Probolinggo
CM000811,8006015003,6471931021769240,Olivia Adiputra,olivia.adiputra5258@gmail.com,081501530068,Islam,"Jl. Merdeka No.124, RT 11/RW 03, Samarinda, Kalimantan Timur",Perempuan,"Samarinda, 27/07/2007",2024,MA Negeri 8 Samarinda
CM000812,7612846956,7371689567280449,Keisha Purnomo,keisha.purnomo7097@gmail.com,085851523494,Islam,"Jl. Sudirman No.150, RT 06/RW 02, Makassar, Sulawesi Selatan",Perempuan,"Makassar, 26/09/2006",2025,SMK Negeri Diponegoro Makassar
CM000813,8366052171,3273220629893351,Fani Sinaga,fani.sinaga9115@gmail.com,085714064718,Katolik,"Jl. Tentara Pelajar No.141, RT 20/RW 10, Bandung, Jawa Barat",Perempuan,"Bandung, 19/03/2007",2025,MA Swasta 22 Bandung
CM000814,6743984050,5203594998013453,Kartika Wardana,kartika.wardana4763@gmail.com,081876543827,Islam,"Jl. Brigjen Katamso No.108, RT 08/RW 10, Sumbawa, Nusa Tenggara Barat",Perempuan,"Sumbawa, 23/08/2007",2025,SMKN 15 Sumbawa
CM000815,3816252324,1172492623373736,Hani Situmorang,hani.situmorang3801@gmail.com,081705151446,Islam,"Jl. Sudirman No.18, RT 01/RW 05, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 23/03/2005",2024,MA Negeri 3 Lhokseumawe
CM000816,3253397231,7373199351559880,Clara Ibrahim,clara.ibrahim7947@gmail.com,083109140989,Islam,"Jl. Teuku Umar No.55, RT 07/RW 10, Palopo, Sulawesi Selatan",Perempuan,"Palopo, 20/12/2005",2024,SMKN 25 Palopo
CM000817,9770773256,3674371016031284,Zelda Adiputra,zelda.adiputra4930@gmail.com,089734775102,Islam,"Jl. Hayam Wuruk No.41, RT 14/RW 01, Tangerang Selatan, Banten",Perempuan,"Tangerang Selatan, 11/03/2008",2025,MA Swasta Hasanuddin Tangerang Selatan
CM000818,2194823719,1801851679423996,Galih Gunawan,galih.gunawan2436@gmail.com,082372654916,Islam,"Jl. Diponegoro No.51, RT 10/RW 10, Lampung Selatan, Lampung",Laki-laki,"Lampung Selatan, 17/07/2005",2023,SMA Swasta 7 Lampung Selatan
CM000819,6268419996,3574365371844065,Surya Nasution,surya.nasution5691@gmail.com,082262541846,Islam,"Jl. RE. Martadinata No.192, RT 13/RW 04, Probolinggo, Jawa Timur",Laki-laki,"Probolinggo, 17/02/2005",2022,SMK Negeri 24 Probolinggo
CM000820,0424611873,1472036107363621,Amelia Sulistyowati,amelia.sulistyowati2770@gmail.com,089780075781,Kristen,"Jl. Pahlawan No.146, RT 19/RW 04, Dumai, Riau",Perempuan,"Dumai, 24/05/2005",2024,SMA Swasta Diponegoro Dumai
CM000821,7342454790,1173500457073256,Adinda Prasetyo,adinda.prasetyo1445@gmail.com,089859563146,Hindu,"Jl. Merdeka No.79, RT 14/RW 10, Sabang, Aceh",Perempuan,"Sabang, 13/01/2006",2024,MA Swasta Nusantara Sabang
CM000822,1242889107,3672954310363506,Denny Siregar,denny.siregar5391@gmail.com,089566357397,Islam,"Jl. Diponegoro No.84, RT 20/RW 01, Cilegon, Banten",Laki-laki,"Cilegon, 02/04/2005",2022,SMAN 18 Cilegon
CM000823,3834696598,1402244232210407,Mira Handayani,mira.handayani2682@gmail.com,085738209246,Islam,"Jl. Imam Bonjol No.64, RT 17/RW 07, Bengkalis, Riau",Perempuan,"Bengkalis, 11/11/2005",2023,SMA Swasta Sudirman Bengkalis
CM000824,4722481586,3672230651630470,Taufik Fitriani,taufik.fitriani5316@gmail.com,085796441061,Islam,"Jl. Imam Bonjol No.190, RT 12/RW 04, Cilegon, Banten",Laki-laki,"Cilegon, 28/07/2006",2025,MAN 21 Cilegon
CM000825,1739211768,5171701121274509,Julio Situmorang,julio.situmorang8079@gmail.com,081653091864,Islam,"Jl. Sultan Agung No.46, RT 14/RW 10, Denpasar, Bali",Laki-laki,"Denpasar, 04/09/2006",2025,MA Negeri 18 Denpasar
CM000826,7322835793,3674104388930268,Lutfi Suryadi,lutfi.suryadi7454@gmail.com,089792872301,Islam,"Jl. Cut Nyak Dien No.138, RT 03/RW 04, Tangerang Selatan, Banten",Laki-laki,"Tangerang Selatan, 17/01/2003",2022,SMA Swasta 22 Tangerang Selatan
CM000827,8786986771,9471228007903712,Zainal Nasution,zainal.nasution9204@gmail.com,081351214977,Kristen,"Jl. Veteran No.173, RT 03/RW 04, Jayapura, Papua",Laki-laki,"Jayapura, 14/07/2005",2023,SMK Swasta Hasanuddin Jayapura
CM000828,3852425622,7172140643399978,Sari Azzahra,sari.azzahra8921@gmail.com,081365654463,Islam,"Jl. Veteran No.60, RT 10/RW 03, Bitung, Sulawesi Utara",Perempuan,"Bitung, 09/11/2006",2024,MA Swasta 8 Bitung
CM000829,8549327565,5272778288584886,Erwin Oktavia,erwin.oktavia4920@gmail.com,085877738354,Buddha,"Jl. Raya Utama No.121, RT 20/RW 10, Bima, Nusa Tenggara Barat",Laki-laki,"Bima, 15/02/2005",2024,SMKN 5 Bima
CM000830,2648905693,8171360101088171,Ferry Sinaga,ferry.sinaga2381@gmail.com,089929560881,Islam,"Jl. Ahmad Yani No.89, RT 16/RW 09, Ambon, Maluku",Laki-laki,"Ambon, 20/10/2005",2024,MAN 2 Ambon
CM000831,4332850325,6474445283174602,Nadia Andriani,nadia.andriani888@gmail.com,082283277720,Islam,"Jl. Imam Bonjol No.62, RT 01/RW 05, Bontang, Kalimantan Timur",Perempuan,"Bontang, 18/03/2006",2025,MAN Muhammadiyah Bontang
CM000832,8322146449,5104887658388218,Tiara Oktaviani,tiara.oktaviani2192@gmail.com,081744283421,Islam,"Jl. Sisingamangaraja No.28, RT 19/RW 04, Gianyar, Bali",Perempuan,"Gianyar, 10/02/2005",2023,SMK Swasta 11 Gianyar
CM000833,7230034962,3202141982603274,Rina Suryadi,rina.suryadi7841@gmail.com,081442411280,Islam,"Jl. Merdeka No.192, RT 12/RW 06, Sukabumi, Jawa Barat",Perempuan,"Sukabumi, 10/09/2005",2022,MAN 8 Sukabumi
CM000834,8588206476,3404317557205595,Zahra Kurniawan,zahra.kurniawan2179@gmail.com,081543784415,Islam,"Jl. Panglima Besar No.174, RT 10/RW 05, Sleman, DI Yogyakarta",Perempuan,"Sleman, 19/11/2008",2025,SMKN 1 Sleman
CM000835,2185563204,8172113528766628,Eko Pamungkas,eko.pamungkas7026@gmail.com,081551385750,Islam,"Jl. Raya Utama No.140, RT 03/RW 06, Tual, Maluku",Laki-laki,"Tual, 14/07/2005",2024,SMKN 6 Tual
CM000836,8996671453,3674581877656715,Ferry Prasetyo,ferry.prasetyo6882@gmail.com,089501609707,Islam,"Jl. Brigjen Katamso No.8, RT 12/RW 04, Tangerang Selatan, Banten",Laki-laki,"Tangerang Selatan, 26/10/2007",2024,SMA Negeri Cendekia Tangerang Selatan
CM000837,9254021425,5104820839886022,Rahma Nugraha,rahma.nugraha6848@gmail.com,087757231590,Katolik,"Jl. Veteran No.156, RT 10/RW 03, Gianyar, Bali",Perempuan,"Gianyar, 25/02/2007",2024,SMAN 18 Gianyar
CM000838,1434651161,3174238921015086,Leo Hartono,leo.hartono7695@gmail.com,087856274713,Islam,"Jl. Diponegoro No.189, RT 08/RW 09, Jakarta Selatan, DKI Jakarta",Laki-laki,"Jakarta Selatan, 12/08/2003",2022,SMA Negeri Unggulan Jakarta Selatan
CM000839,3631593950,1172210853443691,Rina Wijaya,rina.wijaya3514@gmail.com,082373316678,Islam,"Jl. Sultan Agung No.173, RT 03/RW 10, Lhokseumawe, Aceh",Perempuan,"Lhokseumawe, 12/08/2006",2023,MA Negeri Cendekia Lhokseumawe
CM000840,9040826094,7172727557217451,Vino Oktaviani,vino.oktaviani1988@gmail.com,085307780193,Islam,"Jl. Imam Bonjol No.144, RT 04/RW 08, Bitung, Sulawesi Utara",Laki-laki,"Bitung, 26/12/2005",2023,SMA Negeri Kartini Bitung
CM000841,9854155300,3273760376466461,Surya Budiman,surya.budiman9302@gmail.com,085362836290,Islam,"Jl. Cut Nyak Dien No.3, RT 03/RW 01, Bandung, Jawa Barat",Laki-laki,"Bandung, 05/09/2008",2025,MA Swasta 2 Bandung
CM000842,8551914862,7172851693063336,Ivan Budiman,ivan.budiman9067@gmail.com,081934429743,Kristen,"Jl. Soekarno Hatta No.183, RT 07/RW 01, Bitung, Sulawesi Utara",Laki-laki,"Bitung, 28/03/2007",2025,SMKN Harapan Bangsa Bitung
CM000843,9865961581,1801519872821785,Pandu Manurung,pandu.manurung1075@gmail.com,082279908229,Islam,"Jl. RE. Martadinata No.120, RT 12/RW 02, Lampung Selatan, Lampung",Laki-laki,"Lampung Selatan, 09/06/2006",2023,SMA Negeri Ahmad Dahlan Lampung Selatan
CM000844,9894852892,3401059775375212,Berlian Ramadhan,berlian.ramadhan4654@gmail.com,081926427765,Islam,"Jl. Veteran No.4, RT 11/RW 08, Kulon Progo, DI Yogyakarta",Perempuan,"Kulon Progo, 12/01/2007",2024,SMAN Nusantara Kulon Progo
CM000845,3057438183,7306666572406888,Fani Rahayu,fani.rahayu4910@gmail.com,081779144956,Islam,"Jl. Pahlawan No.137, RT 11/RW 09, Gowa, Sulawesi Selatan",Perempuan,"Gowa, 27/03/2006",2025,SMK Negeri Nusantara Gowa
CM000846,8376475570,3671166156260776,Dwi Kusuma,dwi.kusuma1750@gmail.com,085739813525,Hindu,"Jl. MT. Haryono No.60, RT 09/RW 06, Tangerang, Banten",Laki-laki,"Tangerang, 02/03/2005",2022,SMKN Islam Terpadu Tangerang
CM000847,8320857709,1401354033134927,Putra Nugroho,putra.nugroho157@gmail.com,081346564131,Islam,"Jl. Soekarno Hatta No.147, RT 19/RW 01, Kampar, Riau",Laki-laki,"Kampar, 20/11/2006",2024,SMA Negeri 20 Kampar
CM000848,5720810312,3471294362192104,Lina Prasetyo,lina.prasetyo8330@gmail.com,081571370372,Islam,"Jl. Soekarno Hatta No.15, RT 04/RW 01, Yogyakarta, DI Yogyakarta",Perempuan,"Yogyakarta, 08/03/2004",2022,MA Negeri 20 Yogyakarta
CM000849,0880125045,8171985465486578,Vian Hermawan,vian.hermawan4648@gmail.com,088146831774,Islam,"Jl. Merdeka No.152, RT 03/RW 09, Ambon, Maluku",Laki-laki,"Ambon, 15/10/2004",2023,SMKN 15 Ambon
CM000850,0610520851,3573536597855448,Gracia Nugraha,gracia.nugraha242@gmail.com,085688334949,Islam,"Jl. MT. Haryono No.118, RT 10/RW 01, Malang, Jawa Timur",Perempuan,"Malang, 07/10/2007",2025,SMK Swasta Harapan Bangsa Malang
CM000851,8265891538,8171670005761858,Eko Lubis,eko.lubis2430@gmail.com,082302646355,Islam,"Jl. Gatot Subroto No.57, RT 13/RW 09, Ambon, Maluku",Laki-laki,"Ambon, 03/02/2005",2024,MAN Nusantara Ambon
CM000852,3517358755,3277876370903956,Hani Susanto,hani.susanto4459@gmail.com,085781299452,Islam,"Jl. Pemuda No.174, RT 01/RW 02, Cimahi, Jawa Barat",Perempuan,"Cimahi, 01/09/2006",2023,SMK Negeri Pembangunan Cimahi
CM000853,2912373358,3273098404337585,Xena Wibowo,xena.wibowo5035@gmail.com,085870843135,Islam,"Jl. RE. Martadinata No.134, RT 06/RW 07, Bandung, Jawa Barat",Perempuan,"Bandung, 19/01/2006",2024,SMA Negeri Unggulan Bandung
CM000854,6827539113,1472507632695153,Jenny Nugroho,jenny.nugroho9996@gmail.com,085527030510,Islam,"Jl. Pahlawan No.90, RT 10/RW 05, Dumai, Riau",Perempuan,"Dumai, 04/08/2003",2022,MA Negeri 11 Dumai
CM000855,2277562552,1271182761843500,Lestari Halim,lestari.halim1173@gmail.com,081337355949,Islam,"Jl. Sisingamangaraja No.148, RT 14/RW 05, Sibolga, Sumatera Utara",Perempuan,"Sibolga, 26/10/2005",2024,SMA Negeri 14 Sibolga
CM000856,2055733737,1375778587379964,Galih Adiputra,galih.adiputra1540@gmail.com,082301555647,Islam,"Jl. Brigjen Katamso No.84, RT 14/RW 09, Pariaman, Sumatera Barat",Laki-laki,"Pariaman, 12/05/2007",2024,SMK Swasta Al-Azhar Pariaman
CM000857,7417028735,7173662733571787,Joko Maulana,joko.maulana2087@gmail.com,089969632091,Islam,"Jl. Sultan Agung No.165, RT 14/RW 08, Tomohon, Sulawesi Utara",Laki-laki,"Tomohon, 09/10/2006",2025,SMK Negeri 12 Tomohon
